# Stock Analysis Data Export
# Symbol: AAPL
# Export Date: 2025-08-30T21:45:17.782461
# Data Points: 434
# Date Range: 2024-01-02 to 2025-08-29
# Features: 50 technical indicators included
#
,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Price_Range,Price_Change,MA_5,MA_5_Signal,MA_10,MA_10_Signal,MA_20,MA_20_Signal,MA_50,MA_50_Signal,MA_100,MA_100_Signal,MA_200,MA_200_Signal,EMA_12,EMA_26,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Williams_R_14,Williams_R_21,Momentum_5,ROC_5,Momentum_10,ROC_10,Momentum_20,ROC_20,Volatility_10,Volatility_30,Volume_MA_10,Volume_Ratio,Price_Volume,Support,Resistance,Trend_5,Trend_20 
2025-04-23,204.1004180908,207.4921099534,202.3048102488,205.4969935115,52929200,0.0243316115,0.0240403135,5.1872997045,-1.3965754207,197.8078216553,1,197.4127838135,1,201.2184700012,1,218.9079699707,-1,229.3843067932,-1,227.1637345886,-1,198.8916871412,204.5643535976,50.6782168784,53.9664371662,-5.6726664564,-7.2459991145,1.5733326582,229.8210413831,201.2184700012,172.6158986193,57.2051427639,0.5503791783,-19.0715696514,-37.2628829498,10.3047790527,5.3173431063,5.7359619141,2.8916278776,-16.8886566162,-7.6423038734,0.0291909706,0.0425974519,67872260.0,0.7798355322,10802871849.212646,168.7968244629,225.0690844708,1,-1
2025-04-24,207.8612060547,208.3200895436,202.4444721059,204.3897076339,47311000,0.0184261649,0.018258460100000002,5.8756174377,3.4714984208,200.0802581787,1,199.2034011841,1,200.4463592529,1,218.2463894653,-1,229.0411160278,-1,227.0886231232,-1,200.2716131279,204.8085648907,60.7577108322,60.5201208195,-4.5369517628,-6.7041896442,2.1672378814,227.320202754,200.4463592529,173.5725157518,53.7476870022,0.6379565748,-10.4505020627,-30.5796824468,11.3621826172,5.782309967,17.9061737061,9.4265329455,-15.4422149658,-6.9153508241,0.0246019482,0.0422853822,60415360.0,0.7830955572,9834121519.65332,168.7968244629,225.0690844708,1,-1
2025-04-25,208.7689819336,209.2378355122,205.696500806,205.8660838759,38222300,0.0043672213,0.0043577126,3.5413347061,2.9028980577,202.5342498779,1,200.313684082,1,200.0164115906,1,217.5417141724,-1,228.7089959717,-1,227.0174042511,-1,201.5789006365,205.1019291161,66.0068911801,83.1346635016,-3.5230284795999998,-6.0679574113,2.5449289316,226.0111303782,200.0164115906,174.0216928029,51.9894375753,0.6683528569,-8.3695559199,-28.9664970536,12.2699584961,6.2442847203,11.1028289795,5.6169601186,-8.5989532471,-3.9559437504,0.022016744600000002,0.0421629236,55494000.0,0.6887645511,7979630658.160399,168.7968244629,225.0690844708,1,-1
2025-04-28,209.6268920898,210.9835719319,206.9534432601,209.4872345423,38743100,0.0041093756,0.0041009552,4.0301286718,0.1396575475,205.9219573975,1,201.0738235474,1,199.4183753967,1,216.8541970825,-1,228.3464933777,-1,226.9522148132,-1,202.8170531678,205.4371115586,73.9583347502,81.6346281125,-2.6200583909,-5.3783776072,2.7583192163,223.8253942511,199.4183753967,175.0113565424,48.8140377087,0.7091307577,-6.8209422061,-27.441926766,16.9385375977,8.7906389788,7.6013946533,3.7625917272000002,-11.960723877,-5.3977402233,0.021253691800000002,0.0421672079,49233020.0,0.7869332411000001,8121595642.926024,168.7968244629,224.6401515625,1,-1
2025-04-29,210.6942901611,211.7217739676,207.8612130891,208.1804390437,36827600,0.0050918947,0.0050789749,3.8605608786000003,2.5138511174,208.210357666,1,201.9786117554,1,198.8208381653,1,216.1906216431,-1,227.984500885,-1,226.8871427155,-1,204.0289357821,205.8265321958,61.5817161937,82.5331713496,-1.7975964137,-4.6622213685,2.8646249548,221.3462144366,198.8208381653,176.295461894,45.0507525426,0.7635572399,-5.7781765786,-24.9731921891,11.4420013428,5.7424692136,9.0478820801,4.4870038431,-11.9507446289,-5.3676223412,0.021157104200000002,0.0421586376,47781390.0,0.7707519601,7759365040.338135,168.7968244629,224.6401515625,1,-1
2025-04-30,211.9811248779,213.058489598,206.1653585429,208.7889415711,52286500,0.0061075918,0.006089016,6.8931310551,3.1921833068,209.7864990234,1,203.7971603394,1,198.2527282715,1,215.5448025513,-1,227.6481312561,-1,226.8606677246,-1,205.2523494892,206.2824279501,73.8857681063,100.0,-1.0300784609,-3.935792787,2.9057143261,218.6462290717,198.2527282715,177.8592274713,40.7870016003,0.8365875418000001,-3.9244239554,-22.6688260569,7.8807067871,3.8611909083000002,18.1854858398,9.3838467832,-11.362197876,-5.0873237381,0.014654261100000001,0.0421175346,47036800.0,1.1116083577,11083751085.92987,168.7968244629,213.058489598,1,-1
2025-05-01,212.7991333008,214.0360957896,208.3899124387,208.569480839,57365700,0.0038588739,0.0038514475,5.6461833509,4.2296524618,210.7740844727,1,205.4271713257,1,198.7579925537,1,214.8961901855,-1,227.3052938843,-1,226.8435024261,-1,206.4133931525,206.7651468649,69.2953624047,100.0,-0.35175371240000003,-3.2189849721,2.8672312596,220.0937504002,198.7579925537,177.4222347072,42.671515693,0.8290518398000001,-5.0100613884,-2.7342670484,4.9379272461,2.3755886631,16.3001098633,8.2952625301,10.1052856445,4.985492042,0.0146310421,0.0421079247,47556900.0,1.2062539821,12207371241.192627,168.7968244629,214.0360957896,1,1
2025-05-02,204.8485870361,206.4845819118,201.6663738716,205.5867703788,101010600,-0.0373617418,-0.038077578200000003,4.8182080403,-0.7381833427000001,209.9900054932,-1,206.2621276855,-1,199.6044204712,1,214.0941534424,-1,226.8812568665,-1,226.7842479706,-1,206.17265375,206.6231794702,53.2975983893,52.2468532507,-0.45052572020000003,-2.6652931217,2.2147674015,220.4677564797,199.6044204712,178.7410844627,41.7266720171,0.6256790037000001,-37.2121089178,-20.3087018956,-3.9203948975,-1.8778627271000001,8.3495635986,4.2491628979,16.9285583496,9.0083842941,0.0205153455,0.0425114469,52441490.0,1.9261580859,20691878685.671997,168.7968244629,214.0360957896,-1,1
2025-05-05,198.4043579102,203.6016430424,197.7260256127,202.6040848015,69018500,-0.0314584993,-0.0319639465,5.8756174296,-4.1997268914,207.7454986572,-1,206.8337280273,-1,200.4737922668,-1,213.1323077393,-1,226.3637808228,-1,226.6913805389,-1,204.9775313131,206.0143778732,46.6830108572,25.5418362289,-1.0368465601,-2.3396038094,1.3027572493,219.4385970873,200.4737922668,181.5089874464,37.9296096409,0.4454401357,-63.3131296147,-34.5534696317,-11.2225341797,-5.3535756161,5.716003418,2.9664498579,17.3874359131,9.605420157,0.0223411255,0.0427948129,54669090.0,1.2624775718999999,13693571176.42212,168.7968244629,214.0360957896,-1,1
2025-05-06,198.0252838135,200.1600578713,196.5389317546,197.7260285141,51216500,-0.0019106138,-0.0019124413,3.6211261167,0.2992552994,205.2116973877,-1,206.7110275269,-1,201.7751075745,-1,212.1640777588,-1,225.8182002258,-1,226.593833847,-1,203.9079547747,205.422593128,55.108429312,21.4324142951,-1.5146383533,-2.1746107182,0.6599723648,215.3064734769,201.7751075745,188.243741672,27.0627318049,0.3614395698,-64.8484910442,-35.3914011137,-12.6690063477,-6.0129803888,-1.2270050049,-0.6158047228,26.0263061523,15.1316632844,0.019530173600000002,0.0426847531,54493100.0,0.9398712865000001,10142161948.432922,171.4702801337,214.0360957896,-1,1
2025-05-07,195.7707977295,198.9530108389,192.7781231145,198.6836658615,68536700,-0.0113848396,-0.011450143000000001,6.1748877243,-2.912868132,201.969631958,-1,205.8780654907,-1,201.6454246521,-1,211.2840316772,-1,225.3041825867,-1,226.4687095642,-1,202.65608446,204.7076453207,49.1108308166,15.7037160133,-2.0515608607,-2.1500007467,0.098439886,215.3628564409,201.6454246521,187.9279928633,27.4348635777,0.2858700151,-73.9798218502,-42.9107202074,-16.2103271484,-7.6470615758000005,-8.3296203613,-4.0811383138,-2.5936584473,-1.3075217694,0.0176734801,0.0426936236,56053850.0,1.2226938917,13417484432.746887,182.5531522638,214.0360957896,-1,-1
2025-05-08,197.0077819824,199.5615286373,194.2046305464,197.2372161152,50478900,0.006318533,0.0062986548,5.3568980909,-0.2294341328,198.8113616943,-1,204.7927230835,-1,201.9980621338,-1,210.489776001,-1,224.7851965332,-1,226.3682626343,-1,201.7871148481,204.1372850734,50.6029835587,16.4055015098,-2.3501702253,-2.1900346424,-0.16013558290000002,214.7808884759,201.9980621338,189.2152357917,25.5656526842,0.3048052904,-68.96967231080001,-54.0874260795,-15.7913513184,-7.4207780236,-10.8534240723,-5.2214765219,7.0527496338,3.7128522191,0.0163288176,0.0426545627,56370640.0,0.8954821162000001,9944736125.912476,185.6056778648,214.0360957896,-1,1
2025-05-09,198.0452423096,200.0503289544,197.0576541416,198.5140959146,36453900,0.0052660881,0.0052522707000000005,2.9926748128,-0.4688536051,197.450692749,1,203.7203491211,-1,202.0170166016,-1,209.6256912231,-1,224.2297512817,-1,226.2655464172,-1,201.2114421499,203.6860226465,56.7957423267,15.3694423632,-2.4745804966,-2.2469438132,-0.2276366834,214.7738950031,202.0170166016,189.2601382,25.5137568032,0.3443281277,-75.222852736,-56.2455800766,-6.8033447266,-3.3211577512,-10.723739624,-5.1366536948,0.3790893555,0.1917826344,0.0163898552,0.042451263100000004,56193800.0,0.6487174742,7219521458.628845,189.3465282788,214.0360957896,-1,1
2025-05-12,210.5510406494,211.0305074928,206.5156271208,210.7308445261,63775800,0.063146169,0.06123259600000001,4.514880372,-0.1798038766,199.8800292969,1,203.8127639771,1,202.4432937622,1,209.0877365112,1,223.7915916443,-1,226.2780029297,-1,202.6483034575,204.1945424985,62.4557892863,46.4662164139,-1.5462390411,-2.1068028588,0.5605638177,215.758899931,202.4432937622,189.1276875935,26.6312123375,0.8044452796,-16.3941086644,-14.1154969145,12.1466827393,6.1221854536,0.9241485596000001,0.4408540099,8.5255432129,4.2200332736,0.0271745979,0.0439453798,58697070.0,1.0865244211,13428061058.248903,189.3465282788,214.0360957896,1,1
2025-05-13,212.6886138916,213.158082316,208.7630762803,210.1914479074,51909300,0.0101522806,0.0101010923,4.3950060356,2.4971659842,202.8126953125,1,204.0121963501,1,202.9954040527,1,208.634430542,1,223.3456109619,-1,226.3112882996,-1,204.1929666012,204.8237329721,60.0694367416,65.0795234696,-0.6307663709,-1.8115955611999999,1.1808291902999999,217.0661691058,202.9954040527,188.9246389996,28.1415301062,0.8444450178,-6.3387130965,-5.4576974563,14.6633300781,7.4047767011,1.9943237305000001,0.9465485415,11.0422058105,5.476024054,0.027310851400000002,0.0439798297,60205240.0,0.8622056818,11040517065.083315,189.3465282788,214.0360957896,1,1
2025-05-14,212.0892944336,213.6974698706,210.3412783169,212.1891719239,49325800,-0.0028178258,-0.0028218033,3.3561915537,-0.09987749030000001,206.0763946533,1,204.0230133057,1,203.9100868225,1,208.172928772,1,222.893637085,-1,226.3287019348,-1,205.4077862677,205.36192271,55.3542609631,83.9564863138,0.0458635577,-1.4401037374,1.4859672952,217.8404838256,203.9100868225,189.9796898194,27.8607940061,0.7935741031,-9.1579822111,-7.8851172875,16.3184967041,8.3355111658,0.1081695557,0.051027918500000005,18.2936553955,9.4396630834,0.0272811404,0.0439757682,59909170.0,0.8233430709,10461474119.372557,189.3465282788,214.0360957896,1,1
2025-05-15,211.2102966309,212.7185946451,209.3024581543,210.7108634323,45029500,-0.0041444704,-0.0041530825,3.4161364908,0.4994331986,208.916897583,1,203.8641296387,1,204.6456504822,1,207.7020269775,1,222.4247027588,-1,226.3243714905,-1,206.3004801697,205.795135593,53.0938261158,81.9240127712,0.5053445767,-1.0510140746,1.5563586513,218.4816366506,204.6456504822,190.8096643138,27.6719723369,0.7372308728,-13.2928911046,-11.4453165593,14.2025146484,7.2091135211,-1.5888366699,-0.7466368144000001,14.7112731934,7.4866902318,0.0272851648,0.0404433598,58675550.0,0.7674320905,9510694052.13928,189.3465282788,214.0360957896,1,1
2025-05-16,211.0205078125,212.3290355847,209.5322066477,212.1192669368,54737900,-0.0008985775000000001,-0.0008989815,2.796828937,-1.0987591243,211.5119506836,-1,204.4813217163,1,205.3717247009,1,207.1527120972,1,221.9880491638,-1,226.3045267487,-1,207.0266382686,206.1822002019,51.7965216734,91.0248947701,0.8444380668,-0.6719236463,1.5163617131,218.92894485,205.3717247009,191.8145045519,27.1144402981,0.7083311715,-14.185679995,-12.2140170166,12.9752655029,6.5516673623,6.1719207764,3.0129184026,14.521484375,7.3901051114000005,0.0240436304,0.0378939416,54048280.0,1.012759333,11550819454.589844,189.3465282788,214.0360957896,1,1
2025-05-19,208.5433197021,209.2425231135,204.028439438,207.6743108367,46140500,-0.011739087,-0.0118085342,5.2140836755,0.8690088654,211.1104064941,-1,205.4952178955,1,206.1644729614,1,206.7850875854,1,221.560403595,-1,226.2646318817,-1,207.2599738738,206.3570979426,47.3244166201,79.0917591827,0.9028759312,-0.3569637308,1.259839662,218.3875200035,206.1644729614,193.9414259194,24.4460940841,0.5973098906000001,-25.8386637871,-22.2473564393,-2.0077209473,-0.9535554615,10.138961792,5.1102515584,15.85496521,8.2282944663,0.0215635669,0.0372241674,51760480.0,0.8914233407000001,9622293042.71698,192.7781231145,214.0360957896,-1,1
2025-05-20,206.62550354,208.2336790492,204.7975762041,207.4345828832,42496600,-0.0091962484,-0.0092387949,3.4361028451,-0.8090793431000001,209.8977844238,-1,206.3552398682,1,206.5331336975,1,206.5115826416,1,221.1313168335,-1,226.1965345001,-1,207.1623630532,206.3769798387,43.4411224761,70.7187808581,0.7853832145,-0.1284943418,0.9138775562,218.3151871332,206.5331336975,194.7510802618,23.5641068713,0.5039199382,-34.860296242,-34.860296242,-6.0631103516,-2.8506981359,8.6002197266,4.3429907338,7.3732147217,3.7004416689,0.0219500743,0.035861432400000004,50888490.0,0.8350925720000001,8780881373.739622,192.7781231145,214.0360957896,-1,1
2025-05-21,201.8609008789,206.80528635780001,200.4824756537,204.9374111248,59211800,-0.023059121800000002,-0.023329142400000002,6.3228107041,-3.0765102459,207.8521057129,-1,206.9642501831,-1,206.4211578369,-1,206.2197970581,-1,220.6545840454,-1,226.1023745728,-1,206.3467534879,206.0424554713,37.7850253894,16.4868958553,0.3042980166,-0.0419358701,0.3462338867,218.3423075734,206.4211578369,194.5000081005,23.8422994729,0.3087325024,-56.5819245205,-57.2735467149,-10.2283935547,-4.8226826262,6.0901031494,3.1108332908,-2.2395172119,-1.0972624323,0.023163919,0.0232403379,49956000.0,1.1852790456,11952547290.661621,192.7781231145,214.0360957896,-1,-1
2025-05-22,201.131729126,202.5201527448,199.4736073247,200.4824720942,46742400,-0.0036122486,-0.0036187885,3.04654542,0.6492570318,205.8363922119,-1,207.3766448975,-1,206.0846839905,-1,206.0590716553,-1,220.2360270691,-1,225.9896382141,-1,205.5444420476,205.6786979643,45.0511166011,0.0,-0.1342559166,-0.0603998794,-0.0738560372,218.2127777503,206.0846839905,193.9565902307,24.2561875195,0.29580653970000004,-60.0675579938,-60.7036562746,-10.0785675049,-4.7718163677,4.1239471436,2.0932914944,-6.7294769287000005,-3.2374857514,0.0232330344,0.0217854964,49582350.0,0.9427225616,9401379735.498047,192.7781231145,214.0360957896,-1,-1
2025-05-23,195.0486450195,197.475883041,193.2406992851,193.4504526926,78432900,-0.0302442789,-0.0307110731,4.2351837559,1.598192327,202.6420196533,-1,207.0769851685,-1,205.3986671448,-1,205.7006704712,-1,219.7615219116,-1,225.8398672485,-1,203.9297040433,204.891286635,45.4885836056,0.0,-0.9615825917,-0.2406364219,-0.7209461699,218.4076271755,205.3986671448,192.389707114,26.0179200615,0.10219640540000001,-89.1463058981,-89.3191983087,-15.971862793,-7.5688675753,-2.99659729,-1.5130872396,-13.7203369141,-6.5720188828,0.0253484328,0.0213070006,53780250.0,1.4583959725,15298230869.952393,192.7781231145,214.0360957896,-1,-1
2025-05-26,195.0486450195,197.475883041,193.2406992851,193.4504526926,78432900,0.0,0.0,4.2351837559,1.598192327,199.9430847168,-1,205.5267456055,-1,204.6697547913,-1,205.3320941162,-1,219.2706748962,-1,225.6908926392,-1,202.5633872704,204.1622020709,45.9570019676,0.0,-1.5988148005,-0.5122720976,-1.0865427029,218.3000287782,204.6697547913,191.0394808043,27.260547974,0.14706836480000002,-89.1463058981,-89.3191983087,-13.4946746826,-6.4709215821,-15.5023956299,-7.3627732174,-14.5782470703,-6.9543782885,0.011737560900000001,0.020888116,55245960.0,1.4197038118,15298230869.952393,192.7781231145,214.0360957896,-1,-1
2025-05-27,199.9830474854,200.5124454549,197.2061848874,198.0752090145,56288500,0.025298317100000002,0.0249836113,3.3062605676,1.9078384708,198.6145935059,1,204.2561889648,-1,204.1341926575,-1,205.0883416748,-1,218.8569732666,-1,225.5635044098,-1,202.1664119189,203.8526350646,55.3330165059,23.6025057787,-1.6862231457,-0.7470623072,-0.9391608385,217.6086083017,204.1341926575,190.6597770133,26.9488312884,0.3459619593,-67.0409942171,-66.1071896133,-6.6424560547,-3.2147319382,-12.705566406199999,-5.9737877706999996,-10.7112426758,-5.0837840302,0.0148429349,0.021429277400000002,55683880.0,1.0108580796,11256745768.379213,192.7781231145,214.0360957896,-1,-1
2025-05-28,200.1927947998,202.5001736615,199.673380023,200.3626002527,45339700,0.0010488255000000001,0.0010482758,2.8267936385,-0.16980545290000001,198.28097229,1,203.0665390015,-1,203.5447761536,-1,204.7979089355,-1,218.4404864502,-1,225.437712326,-1,201.8627785159,203.5815357857,54.1401493709,27.5991106119,-1.7187572698,-0.9414012997000001,-0.77735597,216.5986842276,203.5447761536,190.4908680795,26.1078161481,0.3716100445,-66.0156744406,-65.1205136133,-1.6681060791,-0.8263641309,-11.8964996338,-5.6091938377,-11.7883300781,-5.5610281740000005,0.0149859151,0.020132021700000002,55285270.0,0.8201045233,9076681258.384705,192.7781231145,214.0360957896,-1,-1
2025-05-29,199.7233276367,203.5789524346,198.2849576253,203.3492174372,51396800,-0.0023450752,-0.0023478292,5.2939948094,-3.6258898004,197.9992919922,1,201.9178421021,-1,202.8909858704,-1,204.5208309937,-1,218.0193049622,-1,225.3188795471,-1,201.5336322268,203.2957425895,52.2140106256,29.9244182692,-1.7621103627,-1.1055431123,-0.6565672503000001,215.2865110298,202.8909858704,190.4954607109,24.791050318899998,0.372225735,-68.3105975866,-67.3289422827,-1.4084014893,-0.7002383440000001,-11.4869689941,-5.4386406238,-13.0758056641,-6.1446705451,0.015016834500000001,0.0199976989,55922000.0,0.9190801473,10265139925.878906,192.7781231145,213.6974698706,-1,-1
2025-05-30,200.6223144531,201.7310567221,196.556921053,199.1439812668,70819900,0.0045011608,0.004491060900000001,5.1741356691,1.4783331863,199.1140258789,1,200.8780227661,-1,202.6796722412,-1,204.178536377,-1,217.665406189,-1,225.1930452728,-1,201.3934294924,203.0977108757,31.1170195786,45.3523471872,-1.7042813833000001,-1.2252907665000001,-0.4789906168,215.0787771119,202.6796722412,190.2805673705,24.7982097414,0.41703603570000003,-63.9160289881,-62.5026946106,5.5736694336,2.8575791608000003,-10.3981933594,-4.927574797,-4.226272583,-2.0631202022,0.0152941877,0.020008883800000002,57530200.0,1.2310038901,14208052247.338867,192.7781231145,213.6974698706,1,-1
2025-06-02,201.4713439941,201.9008644593,199.8931332989,200.0529555762,35423300,0.0042319796000000005,0.00422305,2.0077311604,1.4183884179000001,200.3985656738,1,200.1708251953,1,202.8330215454,-1,203.8041427612,-1,217.3444111633,-1,225.0697640228,-1,201.4054163388,202.9772392548,27.5668978734,51.2630048586,-1.571822916,-1.2945971964,-0.27722571960000003,215.0844745799,202.8330215454,190.5815685109,24.5029060689,0.44442791610000004,-59.7656693922,-58.4441092689,6.4226989746,3.292870337,-7.071975708,-3.3911303024,3.066986084,1.5458259669,0.015338523900000001,0.0196449143,56458480.0,0.6274221339,7136779859.707643,192.7781231145,213.6974698706,1,1
2025-06-03,203.03956604,203.5389992121,200.7321872237,201.1217444883,46381600,0.0077838466,0.0077537088,2.8068119884,1.9178215518,201.0098693848,1,199.8122314453,1,203.0837356567,-1,203.4008609009,-1,217.0502587891,-1,224.9500935364,-1,201.6568239852,202.9818560537,32.5769108515,94.7427237636,-1.3250320686000001,-1.3006841707999999,-0.0243478977,215.1243436946,203.0837356567,191.0431276188,24.0812160758,0.4981658062,-49.6923739766,-50.947593894,3.0565185547000002,1.5283888275000002,-3.5859375,-1.7354767144,5.0142822266,2.5321424265,0.0155562265,0.0187145158,56846980.0,0.8159026214,9417299936.242674,192.7781231145,213.6974698706,1,1
2025-06-04,202.5900878906,206.0062091046,201.8709028728,202.6799822075,43604000,-0.0022137466,-0.0022162006,4.1353062318,-0.08989431690000001,201.4893280029,1,199.8851501465,1,203.4247001648,-1,203.0328811646,-1,216.7058740234,-1,224.8358399963,-1,201.8004030475,202.9528361898,33.124752816,90.2024454842,-1.1524331423,-1.2710339651,0.1186008229,214.9693652823,203.4247001648,191.8800350473,23.089330235,0.46385290240000004,-51.0204113192,-53.0962181061,2.3972930908,1.1974921941,0.7291870117,0.3612324172,6.8192901611,3.4833030463,0.0136465253,0.0181833407,55286200.0,0.7886959133,8833738192.382812,193.2406992851,213.6974698706,1,1
2025-06-05,200.4025726318,204.517897362,199.9231057814,203.2693143501,55126100,-0.0107977408,-0.0108564595,4.5947915807,-2.8667417182,201.625177002,-1,199.8122344971,1,203.5944396973,-1,202.5748641968,-1,216.4353741455,-1,224.6942253876,-1,201.5853522144,202.7639277781,30.7218010868,53.1626727771,-1.1785755637,-1.2525422848,0.07396672110000001,214.8377471887,203.5944396973,192.3511322059,22.4866149828,0.3580547998,-55.2433933559,-64.9902054832,0.6792449951,0.34009296920000004,-0.7291564941,-0.36252683620000004,3.3947906494,1.7231759148,0.014066595400000001,0.0179383664,56124570.0,0.9822097523000001,11047412259.159853,193.2406992851,213.6974698706,1,1
2025-06-06,203.6888275146,205.4668084267,201.8209522876,202.769872287,46607700,0.0163982669,0.016265267400000002,3.6458561391,0.9189552277,202.2384796143,1,200.6762527466,1,203.8766189575,-1,202.3012820435,1,216.1805976868,-1,224.5729736328,-1,201.908963799,202.8324388697,41.4376143826,68.0041679371,-0.9234750707,-1.186728842,0.2632537713,214.8126014837,203.8766189575,192.9406364314,21.8719650523,0.4914140571,-30.3131972835,-48.9258180518,3.0665130615,1.528500491,8.6401824951,4.4297577634,5.6435852051,2.8496444243,0.0102360227,0.018196587400000002,52942050.0,0.8803531408,9493467766.15448,193.2406992851,213.6974698706,1,1
2025-06-09,201.2216339111,205.7664790948,199.7932622702,204.1583035757,72862600,-0.0121125623,-0.0121865171,5.9732168246,-2.9366696646,202.1885375977,-1,201.2935516357,-1,203.4101486206,-1,201.8939624023,-1,215.901149292,-1,224.43938591,-1,201.8032207393,202.7131199839,40.6498243746,56.3993644496,-0.9098992445,-1.1313629225,0.22146367800000002,213.9355943772,203.4101486206,192.884702864,21.0508915132,0.3960369584,-41.1634531646,-60.9863414526,-0.24971008300000003,-0.12394322590000001,6.1729888916,3.1648458214,-9.3294067383,-4.4309478165,0.0114571211,0.0182906834,52385020.0,1.3909052626,14661531423.013306,193.2406992851,213.6974698706,-1,-1
2025-06-10,202.440246582,204.1183500192,200.3426363375,200.3726011094,54672600,0.0060560718,0.0060378075,3.7757136817,2.0676454726,202.0686737061,1,201.5392715454,1,202.8977302551,-1,201.4898666382,1,215.7070274353,-1,224.3428969574,-1,201.9012247151,202.6929071393,51.1426411478,57.5581483869,-0.7916824242,-1.0634268228,0.2717443987,212.4765240517,202.8977302551,193.3189364586,19.1575875931,0.4761199749,-27.9343525872,-55.0293275349,-0.5993194580000001,-0.29517372880000003,2.4571990967,1.2287036964,-10.2483673096,-4.8184842254,0.0085854539,0.0183029689,52223430.0,1.0468979154,11067934625.280762,193.2406992851,213.6974698706,-1,-1
2025-06-11,198.5546569824,204.2681738719,198.1850813006,203.269307496,60989900,-0.0191937605,-0.0193803521,6.0830925713,-4.7146505136,201.2615875244,-1,201.3754577637,-1,202.2209983826,-1,200.9940933228,-1,215.4621916199,-1,224.2365356445,-1,201.3863681409,202.3863700906,45.4800235298,40.3182868025,-1.0000019498,-1.0507418482,0.050739898500000005,210.9393546158,202.2209983826,193.5026421494,17.4367124664,0.28973436610000003,-58.3725384063,-74.0234770922,-4.0354309082,-1.9919192248000002,-1.6381378174,-0.8182801079,-13.5346374512,-6.3815750283,0.0107524023,0.018537443100000002,53788450.0,1.1338846909,12109828673.892212,193.2406992851,212.7185946451,-1,-1
2025-06-12,198.9741821289,199.4536337292,197.1362716266,198.8543230392,43904600,0.002112895,0.002110666,2.3173621026,0.1198590897,200.9759094238,-1,201.3005432129,-1,201.6091926575,-1,200.9197000122,-1,215.2232450867,-1,224.1246573639,-1,201.0152626006,202.1336154268,58.5920435828,35.391208702,-1.1183528262,-1.0642640438,-0.0540887824,209.3319471575,201.6091926575,193.8864381574,15.4455090002,0.32939956670000003,-55.0861428575,-70.5641562507,-1.4283905029000001,-0.712760562,-0.7491455078,-0.3750916414,-12.236114502,-5.7933323787,0.0107722005,0.0185211016,53039230.0,0.8277759688,8735881876.696777,193.2406992851,212.3290355847,-1,-1
2025-06-13,196.2272949219,200.142849255,195.478145146,199.5035753892,51447300,-0.0138052444,-0.013901423000000001,4.664704109,-3.2762804673,199.4836029053,-1,200.8610412598,-1,200.8695320129,-1,201.0858453369,-1,214.9655986023,-1,224.0068084717,-1,200.2786521885,201.6961102042,52.3028681208,30.3757758071,-1.4174580158,-1.1349028382,-0.28255517750000003,207.5619387704,200.8695320129,194.1771252555,13.3848135149,0.1531713284,-92.8842588832,-84.3538190551,-7.4615325928,-3.6632017003,-4.3950195312,-2.1906932652,-14.7932128906,-7.010320013,0.0113985161,0.0174412672,51101970.0,1.0067576651,10095364510.03418,193.2406992851,209.2425231135,-1,-1
2025-06-16,198.1950683594,198.4647665538,196.3371762541,197.0763428737,43020700,0.0100280312,0.0099780841,2.1275902996,1.1187254856,198.8782897949,-1,200.5334136963,-1,200.3521194458,-1,201.4294082642,-1,214.6570802307,-1,223.8983506012,-1,199.9581008301,201.4367737713,46.0485396623,43.0980276535,-1.4786729411000001,-1.2036568588,-0.2750160823,206.0765984986,200.3521194458,194.627640393,11.4489581057,0.3115941148,-74.1935153121,-69.0387225392,-3.0265655518,-1.5040955055,-3.2762756348,-1.6261745069,-10.3482513428,-4.9621591128,0.011895831400000001,0.0165905062,51861710.0,0.8295272177,8526490577.368164,193.2406992851,208.2336790492,-1,-1
2025-06-17,195.4182128906,198.1650953642,194.9887076743,196.9764419643,38856200,-0.0140107193,-0.014109795900000001,3.1763876899,-1.5582290736000002,197.4738830566,-1,199.7712783813,-1,199.7917549133,-1,201.8977929687,-1,214.2370904541,-1,223.7799899292,-1,199.2596565318,200.9909544468,40.5233857256,23.2903335807,-1.731297915,-1.30918507,-0.422112845,205.1103183272,199.7917549133,194.4731914994,10.6371268278,0.0888417903,-96.101609616,-85.4764453777,-7.0220336914,-3.4686944963,-7.6213531494,-3.7536295502,-11.2072906494,-5.4239628978,0.0119869487,0.0167868834,51109170.0,0.7602588733000001,7593209163.720703,193.2406992851,206.80528635780001,-1,-1
2025-06-18,196.3571472168,197.3460303817,194.8488645283,195.717873368,45394700,0.0048047432,0.004793237200000001,2.4971658534,0.6392738488,197.0343811035,-1,199.147984314,-1,199.5165672302,-1,201.8576467896,-1,213.8155290222,-1,223.6536329651,-1,198.8131166371,200.6477094668,43.4410213414,32.5697839587,-1.8345928296,-1.414266622,-0.4203262077,204.9525952795,199.5165672302,194.0805391809,10.8720560986,0.209399953,-86.4817055866,-77.0251175725,-2.1975097656,-1.1067530719,-6.2329406738,-3.0766266695,-5.5037536621,-2.7265080252000002,0.0122888122,0.0166783813,51288240.0,0.8850898374,8913573790.76233,193.2406992851,206.0062091046,-1,-1
